OLD pairs 2349  SCAFFOLD 53.9110%  RAW 37.996%  >=50 1415  >=75 238  >=90 20
NEW pairs 2349  SCAFFOLD 53.9284%  RAW 38.000%  >=50 1415  >=75 238  >=90 20
delta SCAFFOLD +0.0174pp  RAW +0.005pp  >=50 +0  >=75 +0  >=90 +0
movers 33 (up 22 / down 11), pp-sum +23.2
movers outside the affected set: 0 []
new-only pages: 1  gone pages: 1
  MXEO102    MXEO102_2_0.html           29.4 ->   39.8  (+10.4)
  BLL172     BLL172_1_0.html            61.0 ->   68.4  (+7.3)
  TWHA903    TWHA903_0_0.html           18.3 ->   20.5  (+2.3)
  MXFL202    MXFL202_2_0.html           43.7 ->   45.5  (+1.8)
  AGH1002    AGH1002_2_0.html           52.0 ->   53.5  (+1.5)
  XMES201    XMES201_4_0.html           59.6 ->   60.8  (+1.2)
  PHE1003    PHE1003_4_0.html           63.1 ->   64.3  (+1.2)
  MXFL202    MXFL202_7_0.html           28.2 ->   29.3  (+1.1)
  MXEO102    MXEO102_3_0.html           34.5 ->   35.5  (+0.9)
  XTAS103    XTAS103_3_1.html           59.0 ->   59.9  (+0.9)
  BLL133     BLL133_1_0.html            77.9 ->   78.8  (+0.9)
  BLL233     BLL233_2_0.html            54.4 ->   55.2  (+0.8)
  BLL167     BLL167_1_1.html            77.2 ->   78.0  (+0.8)
  BLL137     BLL137_1_0.html            73.2 ->   73.9  (+0.7)
  MXFL202    MXFL202_1_0.html           37.1 ->   37.8  (+0.7)
  MXEO201    MXEO201_4_0.html           70.1 ->   70.7  (+0.6)
  MXDB202    MXDB202_3_0.html           48.3 ->   48.9  (+0.6)
  TWHA904    TWHA904_0_0.html           42.8 ->   43.3  (+0.6)
  HIS1008    HIS1008_1_0.html           63.3 ->   63.7  (+0.5)
  XTAS102    XTAS102_5_0.html           68.7 ->   69.1  (+0.4)
  XTAS103    XTAS103_4_0.html           60.1 ->   60.4  (+0.3)
  CEDK101    CEDK101_0_0.html           52.0 ->   52.3  (+0.3)
  MXDB301    MXDB301_3_0.html           12.1 ->   12.0  (-0.1)
  CBI1009    CBI1009_2_0.html           27.2 ->   27.1  (-0.1)
  CEDW201    CEDW201_0_0.html           13.8 ->   13.7  (-0.1)
  ENGS302    ENGS302_6_0.html           38.8 ->   38.7  (-0.1)
  MXFL104    MXFL104_1_0.html           36.3 ->   36.2  (-0.1)
  ANZH401    ANZH401_3_0.html           30.9 ->   30.7  (-0.2)
  ENGS101    ENGS101_4_0.html           36.7 ->   36.5  (-0.2)
  ANZH401    ANZH401_6_0.html           34.7 ->   34.5  (-0.2)
  ENGC102    ENGC102_1_0.html           53.7 ->   53.2  (-0.4)
  MXDB202    MXDB202_4_0.html           40.2 ->   39.5  (-0.7)
  ENGI101    ENGI101_1_0.html           40.5 ->   30.1  (-10.4)
