OLD pairs 2518  SCAFFOLD 54.9291%  RAW 38.917%  >=50 1578  >=75 270  >=90 24
NEW pairs 2524  SCAFFOLD 54.9376%  RAW 38.934%  >=50 1581  >=75 275  >=90 25
delta SCAFFOLD +0.0085pp  RAW +0.017pp  >=50 +3  >=75 +5  >=90 +1
movers 87 (up 47 / down 40), pp-sum +21.3
movers outside the affected set: 0 []
new-only pages: 27  gone pages: 21
  MUS1004    MUS1004_9_0.html           25.5 ->   61.3  (+35.8)
  HIS1002    HIS1002_8_0.html           34.0 ->   69.4  (+35.4)
  MXEO201    MXEO201_6_0.html           47.1 ->   77.1  (+30.1)
  HIS1002    HIS1002_3_0.html           32.9 ->   60.0  (+27.1)
  ENGR102    ENGR102_5_0.html           26.2 ->   51.5  (+25.2)
  TEDC402    TEDC402_0_0.html           59.0 ->   81.6  (+22.6)
  COM1006    COM1006_6_0.html           55.2 ->   76.2  (+21.0)
  TEDC402    TEDC402_2_0.html           30.7 ->   49.7  (+19.0)
  ENGR102    ENGR102_1_0.html           43.9 ->   60.3  (+16.4)
  PES1005    PES1005_6_0.html           59.4 ->   75.4  (+16.0)
  MUS1004    MUS1004_3_0.html           38.1 ->   53.3  (+15.2)
  COM1005    COM1005_5_0.html           46.4 ->   60.1  (+13.7)
  HES1006    HES1006_5_0.html           51.4 ->   64.6  (+13.2)
  HIS1002    HIS1002_5_0.html           41.4 ->   54.1  (+12.7)
  XFUN02     XFUN02_2_0.html            60.0 ->   71.5  (+11.5)
  MXEO201    MXEO201_0_0.html           80.9 ->   92.3  (+11.5)
  PES1005    PES1005_5_0.html           54.2 ->   65.3  (+11.2)
  MUS1004    MUS1004_4_0.html           53.3 ->   64.4  (+11.1)
  PES1005    PES1005_3_0.html           66.0 ->   76.0  (+10.0)
  MXEO201    MXEO201_8_0.html           72.0 ->   81.5  (+9.5)
  TEDC402    TEDC402_6_0.html           36.3 ->   45.6  (+9.3)
  MXDI101    MXDI101_0_0.html           55.3 ->   64.2  (+8.8)
  COM1005    COM1005_7_0.html           47.9 ->   56.2  (+8.4)
  DAN1003    DAN1003_4_0.html           59.3 ->   67.4  (+8.1)
  MXEO201    MXEO201_4_0.html           70.7 ->   78.3  (+7.6)
  COM1006    COM1006_1_0.html           65.6 ->   72.7  (+7.1)
  MUS1004    MUS1004_0_0.html           69.2 ->   76.2  (+7.0)
  CBI1009    CBI1009_0_0.html           64.4 ->   71.2  (+6.8)
  TEDC402    TEDC402_8_0.html           35.9 ->   42.7  (+6.8)
  COM1006    COM1006_5_0.html           48.8 ->   55.2  (+6.3)
  HES1006    HES1006_6_0.html           64.6 ->   70.7  (+6.1)
  COM1006    COM1006_3_0.html           48.8 ->   54.9  (+6.0)
  PES1005    PES1005_10_0.html          49.6 ->   55.7  (+6.0)
  MUS1004    MUS1004_7_0.html           38.8 ->   44.7  (+6.0)
  PES1005    PES1005_2_0.html           60.1 ->   66.0  (+5.8)
  MXEO201    MXEO201_2_0.html           66.7 ->   72.5  (+5.8)
  XFUN02     XFUN02_5_0.html            59.4 ->   65.1  (+5.7)
  DAN1004    DAN1004_1_0.html           43.1 ->   48.4  (+5.2)
  TEDC402    TEDC402_5_0.html           32.2 ->   36.3  (+4.1)
  HES1006    HES1006_2_0.html           55.3 ->   59.4  (+4.1)
  DAN1004    DAN1004_0_0.html           71.7 ->   75.0  (+3.3)
  PES1005    PES1005_8_0.html           61.0 ->   63.5  (+2.5)
  COM1006    COM1006_0_0.html           77.6 ->   80.0  (+2.4)
  DAN1003    DAN1003_3_0.html           58.1 ->   59.3  (+1.1)
  DAN1003    DAN1003_8_0.html           56.4 ->   57.1  (+0.8)
  DAN1003    DAN1003_7_0.html           55.8 ->   56.4  (+0.5)
  XFUN02     XFUN02_4_0.html            59.3 ->   59.4  (+0.1)
  HES1006    HES1006_3_0.html           59.4 ->   59.3  (-0.1)
  COM1005    COM1005_8_0.html           56.2 ->   56.1  (-0.2)
  COM1005    COM1005_4_0.html           46.6 ->   46.4  (-0.2)
  XDLS501    XDLS501_2_0.html           31.1 ->   30.6  (-0.4)
  DAN1003    DAN1003_6_0.html           56.2 ->   55.8  (-0.4)
  COM1006    COM1006_8_0.html           66.7 ->   65.6  (-1.1)
  MXEO201    MXEO201_3_0.html           72.5 ->   70.7  (-1.8)
  DAN1003    DAN1003_2_0.html           62.6 ->   58.1  (-4.5)
  XDLS501    XDLS501_4_0.html           21.2 ->   16.4  (-4.8)
  ENGR102    ENGR102_3_0.html           36.1 ->   31.2  (-4.9)
  ENGR102    ENGR102_4_0.html           31.2 ->   26.2  (-5.0)
  TEDC402    TEDC402_3_0.html           49.7 ->   44.6  (-5.1)
  MXEO201    MXEO201_7_0.html           77.1 ->   72.0  (-5.1)
  DAN1003    DAN1003_0_0.html           56.5 ->   49.7  (-6.8)
  ART1006    ART1006_2_0.html           29.6 ->   22.5  (-7.1)
  COM1006    COM1006_2_0.html           58.1 ->   48.7  (-9.4)
  TEDC402    TEDC402_7_0.html           45.6 ->   35.9  (-9.7)
  HIS1002    HIS1002_6_0.html           55.6 ->   45.8  (-9.7)
  XDLS501    XDLS501_1_0.html           41.2 ->   31.1  (-10.1)
  COM1005    COM1005_0_0.html           67.9 ->   57.1  (-10.8)
  MUS1004    MUS1004_6_0.html           49.8 ->   38.8  (-11.0)
  HIS1002    HIS1002_7_0.html           45.8 ->   34.7  (-11.1)
  DAN1003    DAN1003_5_0.html           67.4 ->   56.2  (-11.1)
  TEDC402    TEDC402_4_0.html           44.6 ->   32.5  (-12.1)
  COM1005    COM1005_6_0.html           60.1 ->   47.9  (-12.2)
  XFUN02     XFUN02_3_0.html            71.5 ->   59.3  (-12.3)
  PES1005    PES1005_9_0.html           63.5 ->   51.1  (-12.4)
  HIS1002    HIS1002_4_0.html           60.0 ->   46.0  (-14.0)
  PES1005    PES1005_7_0.html           75.4 ->   61.0  (-14.4)
  MUS1004    MUS1004_5_0.html           64.4 ->   49.8  (-14.6)
  HIS1002    HIS1002_9_0.html           69.4 ->   50.3  (-19.1)
  MUS1004    MUS1004_8_0.html           44.7 ->   25.5  (-19.2)
  ENGR102    ENGR102_2_0.html           60.3 ->   36.1  (-24.2)
  ART1006    ART1006_4_0.html           43.8 ->   19.5  (-24.4)
  COM1005    COM1005_2_0.html           56.0 ->   30.0  (-26.0)
  HIS1002    HIS1002_2_0.html           61.3 ->   32.9  (-28.4)
  TEDC402    TEDC402_1_0.html           58.5 ->   29.3  (-29.2)
  MUS1004    MUS1004_2_0.html           68.2 ->   38.1  (-30.1)
  MXEO201    MXEO201_5_0.html           78.3 ->   47.1  (-31.2)
  HIS1002    HIS1002_10_0.html          50.3 ->   15.8  (-34.6)
