AGH1004	5.0	dragAndDrop	video/ELEMENT	interactive/exact	lead=2	id=	mem=1	tbl=0	«[interactive: video]»	after«Here is a video of how water is used to »
AGH1005	1.0	radioQuiz	video/ELEMENT	interactive/exact	lead=1	id=	mem=7	tbl=0	«[interactive: video]»	after«»
AGH1005	2.0	dragAndDrop	video/ELEMENT	interactive/exact	lead=0	id=	mem=1	tbl=0	«[interactive: video]»	after«»
AGH1005	2.0	dragAndDrop	video/ELEMENT	interactive/exact	lead=10	id=	mem=2	tbl=0	«[interactive: video]»	after«»
AGH1005	3.0	dragAndDrop	video/ELEMENT	interactive/exact	lead=2	id=	mem=2	tbl=1	«[interactive: video]»	after«»
AGH1005	4.0	carousel	video/ELEMENT	interactive/exact	lead=3	id=	mem=4	tbl=1	«[interactive: video]»	after«»
AGH1005	5.0	carousel	video/ELEMENT	interactive/exact	lead=1	id=	mem=12	tbl=1	«[interactive: video]»	after«»
AGH1005	6.0	dropDown	video/ELEMENT	interactive/exact	lead=3	id=	mem=5	tbl=1	«[interactive: video]»	after«»
AGH1005	7.0	carousel	video/ELEMENT	interactive/exact	lead=2	id=	mem=2	tbl=1	«[interactive: video]»	after«»
AGH1006	2.0	reorder	video/ELEMENT	interactive/exact	lead=1	id=	mem=5	tbl=1	«[interactive: video]»	after«»
AGH1006	3.0	dragAndDrop	video/ELEMENT	interactive/exact	lead=2	id=	mem=5	tbl=1	«[interactive: video]»	after«»
AGH1006	4.0	radioQuiz	video/ELEMENT	interactive/exact	lead=0	id=	mem=1	tbl=0	«[interactive: video]»	after«»
AGH1006	4.0	accordion	video/ELEMENT	interactive/exact	lead=2	id=	mem=2	tbl=1	«[interactive: video]»	after«»
AGH1006	5.0	radioQuiz	video/ELEMENT	interactive/exact	lead=13	id=	mem=9	tbl=0	«[interactive: video]»	after«»
AGH1009	6.0	accordion	image/ELEMENT	interactive/embedded	lead=21	id=	mem=10	tbl=0	«[interactive as a flow diagram if possible (click on each number)] Mer»	after«»
AGH1009	8.0	accordion	list/ELEMENT	interactive/head	lead=4	id=3	mem=22	tbl=0	«[interactive: List the 3 ways nitrogen are introduced]»	after«»
ANZH101	3.0	accordion	body/ELEMENT	activity/exact	lead=3	id=3A	mem=8	tbl=0	«[Activity] 3A [Body]»	after«After watching the video, locate some of»
ANZH301	9.0	interactive	image/ELEMENT	activity box/embedded	lead=2	id=	mem=7	tbl=0	«[Alert box RHC next to activity box with an image from this article pl»	after«https://www.aljazeera.com/features/2020/»
ARFUN02	0.0	flipCard	h3/ELEMENT	activity/denumbered	lead=1	id=2A	mem=3	tbl=1	«[Activity 2A] [H3]»	after«**Let's play a game!** Click on the imag»
ARFUN02	0.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=1	id=3B	mem=3	tbl=1	«[Activity 3B] [H3]»	after«🎸Pitch (Houoro)»
ARFUN04	0.0	clickDrop	image/ELEMENT	activity/embedded	lead=13	id=5	mem=5	tbl=0	«[CS to create mix and match activity] [insert item #5: pictures of sha»	after«»
ARFUN04	0.0	carousel	h3/ELEMENT	activity/denumbered	lead=2	id=1E	mem=35	tbl=0	«[Activity 1E] [H3]»	after«**Texture**»
ARFUN04	0.0	modal	h3/ELEMENT	activity/denumbered	lead=5	id=3	mem=20	tbl=0	«[H3] [Activity 1F]»	after«»
ARFUN04	0.0	selectionBox	h3/ELEMENT	activity/embedded	lead=1	id=1I	mem=9	tbl=0	«[Activity 1I Tick box] [H3]»	after«**What have I learned?**»
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=19	id=2A	mem=2	tbl=0	«[Activity 2A] [H3]»	after«**What have I learned?**»
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=23	id=2D	mem=19	tbl=0	«[Activity 2D] [H3]»	after«**What have I learned? Colour in art**»
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=6	id=2F	mem=9	tbl=0	«[Activity 2F] [H3]»	after«**What have I learned? Reflection**»
ARFUN04	0.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=2H	mem=3	tbl=0	«[Activity 2H] [H3]»	after«**What have I learned?**»
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=13	id=2J	mem=3	tbl=0	«[Activity 2J] [H3]»	after«**Famous artworks**»
ARFUN04	0.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=0	id=2K	mem=20	tbl=0	«[Activity 2K] [H3]»	after«Terms»
ARFUN04	0.0	flipCard	h3/ELEMENT	activity/denumbered	lead=27	id=3F	mem=10	tbl=0	«[Activity 3F] [H3]»	after«**Name the form**»
ARFUN04	0.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=8	id=3G	mem=1	tbl=0	«[Activity 3G] [H3]»	after«**Implied or real texture**»
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=13	id=3H	mem=17	tbl=0	«[Activity 3H] [H3]»	after«**What is space?**»
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=16	id=3L	mem=2	tbl=0	«[Activity 3L] [H3]»	after«**Give it a try! Balance exploration [**»
ARFUN04	0.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=3M	mem=21	tbl=0	«[Activity 3M] [H3]»	after«**Learning about contrast:**»
ARFUN04	0.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=3N	mem=8	tbl=0	«[Activity 3N] [H3]»	after«**Learning about the difference between »
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=25	id=4B	mem=3	tbl=0	«[Activity 4B] [H3]»	after«**Mix and match: Understanding shape**»
ARFUN04	0.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=9	id=4G	mem=1	tbl=0	«[Activity 4G] [H3]»	after«**Understanding Space**»
ARFUN04	0.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=4K	mem=7	tbl=0	«[Activity 4K] [H3]»	after«**What have I learned? Balance questions»
ARFUN04	0.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=4L	mem=6	tbl=2	«[Activity 4L] [H3]»	after«**Test your knowledge**»
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=10	id=4M	mem=2	tbl=0	«[Activity 4M] [H3]»	after«**What have I learned?**»
ARFUN04	0.0	radioQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=4O	mem=1	tbl=0	«[Activity 4O] [H3]»	after«**What have I learned?**»
ARFUN04	0.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=14	id=4S	mem=7	tbl=0	«[Activity 4S] [H3]»	after«**What have I learned?**»
ARFUN05	0.0	multiChoiceQuiz	h3/ELEMENT	activity/embedded	lead=0	id=3	mem=20	tbl=0	«[H3: Focus activity]»	after«»
ARFUN05	0.0	multiChoiceQuiz	h3/ELEMENT	activity/head	lead=0	id=3A	mem=24	tbl=0	«[H3: Activity: Where could you be?]»	after«»
CEDK501	10.0	selectionBox	h3/ELEMENT	activity/denumbered	lead=1	id=6B	mem=5	tbl=0	«[Activity 6B] [H3]»	after«A warm welcome»
CEDO501	1.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=1	id=1C	mem=4	tbl=2	«[Activity 1C] [H3]»	after«Understanding Life Stages»
CEDO501	2.1	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=1	id=2A	mem=18	tbl=8	«[Activity 2A] [H3]»	after«A father’s story»
CEDO501	2.1	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=1	id=2D	mem=8	tbl=1	«[Activity 2D] [H3]»	after«How much will I earn?»
CEDO501	3.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=1	id=3A	mem=11	tbl=1	«[Activity 3A] [H3]»	after«How the internet works»
CEDO501	6.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=3	id=3C	mem=3	tbl=2	«[Activity 3C] [H3]»	after«Revisiting internet terms»
CEDO501	6.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=1	id=3D	mem=7	tbl=1	«[Activity 3D] [H3]»	after«Find the browsers»
CEDO501	5.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=1	id=5A	mem=3	tbl=2	«[Activity 5A] [H3]»	after«Search engine sort»
CEDO501	5.1	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=5C	mem=16	tbl=7	«[Activity 5C] [H3]»	after«Using Boolean operators»
CEDO502	1.0	sketcher	h3/ELEMENT	activity/embedded	lead=7	id=3	mem=2	tbl=1	«[H3] [Kaiako-Marked Activity 1A]»	after«Kaiako-marked Activity 1A: Calculating I»
CEDO502	3.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=0	id=3B	mem=4	tbl=2	«[Activity 3B] [H3]»	after«Match the provider to the situation»
CEDO502	7.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=2	id=7A	mem=3	tbl=2	«[Activity 7A] [H3]»	after«When change affects credit»
CEDR501	1.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=1A	mem=2	tbl=1	«[Activity 1A] [H3]»	after«Understanding formal interviews»
CEDR501	3.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=0	id=2A	mem=3	tbl=2	«[Activity 2A] [H3]»	after«Expand vocabulary»
CEDT501	1.1	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=1	id=3	mem=2	tbl=1	«[H3] [Activity 1B]»	after«Unwanted comments»
CEDT501	5.0	dragAndDrop	h2/ELEMENT	activity/denumbered	lead=0	id=2	mem=4	tbl=2	«[H2] [Activity 5A]»	after«Behaviour types»
CEDT501	6.1	dragAndDrop	h2/ELEMENT	activity/denumbered	lead=0	id=2	mem=9	tbl=1	«[H2] [Activity 6D]»	after«Positive or negative language»
CEDW501	2.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=0	id=3	mem=4	tbl=2	«[H3] [Activity 2A]»	after«Aotearoa models of hauora»
CEDW501	5.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=3	mem=16	tbl=0	«[H3] [Activity 5C]»	after«Mereana’s story»
CEDW501	7.2	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=0	id=3	mem=2	tbl=1	«[H3] [Activity 7B]»	after«Noticing changes»
ENFUN03	0.0	clickDrop	image/ELEMENT	interactive/embedded	lead=1	id=	mem=3	tbl=2	«[interactive image like this]»	after«https://drive.google.com/file/d/1-Kv7fxy»
ENGI400	2.0	accordion	embed/ELEMENT	activity/embedded	lead=0	id=3A	mem=13	tbl=0	«[insert existing article pdf from activity 3A»	after«Lesson 3.0 - Reading - English 000»
ENGR102	3.0	dragAndDrop	supervisor note/CONTAINER_OPEN	activity/embedded	lead=1	id=2B	mem=5	tbl=0	«[Supervisor Note above activity]»	after«»
HES1007	2.0	multiChoiceQuiz	h3/ELEMENT	activity/denumbered	lead=3	id=2A	mem=1	tbl=0	«[Activity 2A] [H3]»	after«Checkpoint»
HES1007	3.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=3	id=3A	mem=8	tbl=0	«[Activity 3A] [H3]»	after«Summarise the article»
HES1007	3.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=8	id=3B	mem=15	tbl=0	«[Activity 3B] [H3]»	after«Energy drink resources»
HES1007	4.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=3	id=4A	mem=8	tbl=0	«[Activity 4A] [H3]»	after«Summarise the article»
HES1007	4.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=7	id=4B	mem=15	tbl=0	«[Activity 4B] [H3]»	after«Vegetable resources»
HES1007	5.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=4	id=5A	mem=8	tbl=0	«[Activity 5A] [H3]»	after«Summarise the article»
HES1007	5.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=6	id=5B	mem=15	tbl=0	«[Activity 5B] [H3]»	after«Online behaviour resources»
HES1007	6.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=3	id=6A	mem=8	tbl=0	«[Activity 6A] [H3]»	after«Summarise the article»
HES1007	6.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=7	id=6B	mem=15	tbl=0	«[Activity 6B] [H3]»	after«Vaping resources»
HES1007	7.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=3	id=7A	mem=8	tbl=0	«[Activity 7A] [H3]»	after«Summarise the article»
HES1007	7.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=11	id=7B	mem=15	tbl=0	«[Activity 7B] [H3]»	after«Menstruation resources»
HES1007	8.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=3	id=8A	mem=8	tbl=0	«[Activity 8A] [H3]»	after«Summarise the article»
HES1007	8.0	clickDrop	h3/ELEMENT	activity/denumbered	lead=13	id=8B	mem=15	tbl=0	«[Activity 8B] [H3]»	after«Resources»
HPFUN303	0.0	dragAndDrop	h3/ELEMENT	activity/denumbered	lead=1	id=1A	mem=2	tbl=1	«[Activity 1A] [H3]»	after«Scenario sorting»
MXEX201	4.0	modal	h3/ELEMENT	activity/denumbered	lead=1	id=4A	mem=23	tbl=0	«[Activity 4A] [H3]»	after«Activities»
MXEX401	1.0	carousel	h3/ELEMENT	activity/denumbered	lead=0	id=1B	mem=3	tbl=0	«[Activity 1B] [H3]»	after«*A hands on activity*»
MXFL202	6.0	dragAndDrop	h2/ELEMENT	activity/denumbered	lead=1	id=2	mem=2	tbl=1	«[H2] [Activity 6A]»	after«Which graph will you use?»
OSAI201	1.0	multiChoiceQuiz	activity heading/ELEMENT	activity/denumbered	lead=2	id=1C	mem=12	tbl=1	«[Activity 1C] [activity heading]»	after«Story prediction»
OSSC301	1.0	reorder	heading/ELEMENT	activity/denumbered	lead=1	id=1A	mem=2	tbl=1	«[Activity 1A] [heading]»	after«Which scam is it?»
OSSC301	3.0	modal	heading/ELEMENT	activity/denumbered	lead=1	id=3A	mem=3	tbl=1	«[Activity 3A] [heading]»	after«Keep it safe!»
OSSC401	1.0	reorder	heading/ELEMENT	activity/denumbered	lead=1	id=1A	mem=4	tbl=1	«[Activity 1A] [heading]»	after«Which scam is it?»
OSSC401	2.0	clickDrop	heading/ELEMENT	activity/denumbered	lead=1	id=2C	mem=4	tbl=1	«[Activity 2C] [heading]»	after«How fake news spreads»
OSSC401	4.0	modal	heading/ELEMENT	activity/denumbered	lead=1	id=4A	mem=3	tbl=1	«[Activity 4A] [heading]»	after«Keep it safe!»
PHE1005	4.0	clickDrop	image/ELEMENT	activity/embedded	lead=13	id=	mem=6	tbl=0	«[Activity for creative services - picture of Fonofale. Move over the d»	after«»
PHE1007	4.0	typing	h3/ELEMENT	activity/embedded	lead=2	id=3	mem=2	tbl=0	«[Individual activity] [H3]»	after«Great catch»
PHE1007	4.0	reorder	h3/ELEMENT	activity/embedded	lead=0	id=3A	mem=8	tbl=0	«[Individual activity] [H3]»	after«Who is more balanced?»
PHE1007	5.0	dragAndDrop	h3/ELEMENT	activity/embedded	lead=1	id=3	mem=39	tbl=0	«[Individual activity] [H3]»	after«Biomechanics summary»
PHE1007	7.0	accordion	h3/ELEMENT	activity/embedded	lead=9	id=3	mem=15	tbl=0	«[Individual activity] [H3]»	after«Are you on the pulse?»
PHE1007	9.0	clickDrop	h3/ELEMENT	activity/embedded	lead=10	id=3	mem=28	tbl=0	«[Individual activity] [H3]»	after«Danny’s driveway»
TRR107	0.0	speechBubble	image/ELEMENT	activity/embedded	lead=0	id=	mem=1	tbl=0	«[Please snip each relevant consonant image and audio for activity grap»	after«»
TRR107	0.0	speechBubble	image/ELEMENT	activity/embedded	lead=0	id=	mem=1	tbl=0	«[Please snip each consonant image and audio for activity graphics]»	after«»
TWHA902	0.0	dropDown	video/ELEMENT	interactive/head	lead=8	id=	mem=14	tbl=2	«[interactive: Video – The art of listening]»	after«»
TWHA904	0.0	selectionBox	video/ELEMENT	activity/denumbered_head	lead=0	id=2A	mem=20	tbl=0	«[Activity 2A: Title: Video Review]»	after«»
TWHA904	0.0	selectionBox	video/ELEMENT	activity/denumbered_head	lead=0	id=3A	mem=11	tbl=0	«[Activity 3A: Video review]»	after«»
TWHA904	0.0	selectionBox	video/ELEMENT	activity/denumbered_head	lead=1	id=5A	mem=9	tbl=0	«[Activity 5A: Video Review]»	after«»
TWHK901	0.0	flipCard	video/ELEMENT	interactive/head	lead=2	id=	mem=2	tbl=1	«[interactive: video – Biomass Energy]»	after«»
