AGH1001	1.0	interactive	3x7	0	0	[Interactive]		Beef | Lamb | Potatoes | Apples | Wine | Kiwifruit | Carpet	Bananas | Woolen hats | Leather | Milk | Butter | Cheese | Wool	4	[]
AGH1001	1.0	interactive	10x2	0	0	[Interactive]		**Agricultural Production** | **Horticultural Production**	Dairy | Pip fruit	3	[]
AGH1001	2.0	unclassified	1x1	1	0			[Alert solid: Summary] / Key points from		1	[]
AGH1001	4.0	interactive	2x4	0	0	[Interactive]		**Takura** | **Koanga** | **Raumati** | **Ngahuru**	Coldest season / Matariki celebration of | Warmer weather / Plant growth is restart | Ploughing and cultivation of land / Ripe | Harvesting of crops / Storage of food / 	10	["interactive"]
AGH1001	5.0	unclassified	5x2	0	0	[Activity: Embedded]		 | Calving usually happens at the end of wi	 | Grapes are pruned during winter when the	17	[]
AGH1003	2.0	unclassified	11x2	0	0	[Activity: Embedded]		Temperature | 	Water holding capacity | 	7	[]
AGH1003	3.0	unclassified	5x3	0	0			Image | Description | Production Systems	Topdressing | Topdressing planes apply fertiliser over | Sheep and Beef Farms / Deer Farms	1	[]
AGH1003	4.0	unclassified	5x3	0	0	[Activity: Embedded][Mix and match]		**Method** | **Description** | **Image**	Green Manure | Growing crops and then putting them back | 	3	[]
AGH1004	2.0	unclassified	4x2	0	0	[interactive embedded activity]		 | Mountains and high country	 | Rolling hills and slopes	5	[]
AGH1007	2.0	unclassified	5x4	0	0	[Activity:Embedded]		**Ruminant** | **Monogastric**	Cattle |  | Pig | 	8	[]
AGH1007	3.0	unclassified	10x2	0	0	[Activity: Embedded]		**Organ** | **Function**	Teeth | Physical digestion of food through chewi	10	[]
AGH1007	4.0	unclassified	11x3	23	0	[Activity: Embedded]		Image | Feed Name | Pasture Based? Answers	 | Silage | YES	5	[]
AGH1007	5.0	unclassified	6x2	1	0	[Activity: Embedded]		 | Ewe pregnant with twins	 | Ewe pregnant with singles	11	[]
AGH1007	8.0	unclassified	3x2	0	0	[Activity: Embedded]		Pathogen has entered the body | Neutrophils answer signal	Skin and mucous act as first layer of de | Neutrophils destroy pathogens	14	[]
AGH1007	9.0	unclassified	6x3	12	0	[Activity: Embedded]		Fly strike | Parasite | 	Facial Eczema | Fungi | 	3	[]
AGH1008	2.0	unclassified	4x4	0	0	[Activity: Embedded] Mix and Match		PROTEIN | Usually measured in crude protein and as | Especially important in young animals. B | Chicks that are fed food with a protein 	ENERGY | Measured in MJ of ME/kg/DM. Excess energ | Used for production – milk, meat, wool e | Dairy cows which are producing feed need	3	[]
AGH1008	3.0	unclassified	5x1	0	0	[Activity: Embedded]		1.	2.	10	[]
AGH1008	3.0	unclassified	2x2	0	0	[Activity: Embedded] Brainstorm		Farmer | Livestock	 | 	5	[]
AGH1008	3.0	unclassified	4x2	0	0			Rotational Grazing | Cows, or sheep, are kept in one big grou	Set Stocking | Cows, or sheep, are divided into mobs an	1	[]
AGH1008	4.0	unclassified	8x2	0	0	[Activity: Embedded]		**Term** | **Definition**	Chromosomes | the allele that is always shown if prese	15	[]
AGH1009	7.0	unclassified	3x3	0	0	[Activity: Embedded]		**Riparian Planting** | **Fencing Waterways**	**Different** | **The Same** | **Different**	4	[]
ANZH104	1.0	unclassified	2x2	0	0	[Activity- embedded] Drag and Drop		Wants | Needs	Toys / Games / Movies / Travel / TV | Food / Water / Shelter / Medicine / Clot	3	[]
ANZH104	3.0	unclassified	2x5	0	0			Shirt | Socks | Pants | Skirt | Dress	Jersey | Shoes | Coat | Scarf | Shorts	1	[]
ANZH104	6.0	unclassified	4x3	0	0			Sea and beaches | Forests and grasslands | Lake, rivers and swamps	tarakihi | kererū | Eel	1	[]
ANZH105	5.0	interactive	6x2	0	0	[Interactive	Flip Cards	Front of card | Back of card	What is it? | Helmet	3	[]
ANZH203	4.0	unclassified	5x2	10	0	[Interactive] Please create a drag and drop for th		Reasons why people might not want the st | Reasons why people might want the statue	While in New Zealand, Cook and his crew  | Cook and his story is an important part 	3	[]
ANZH205	1.0	unclassified	9x2	0	0			Kupu | Definition	Rangatira | Leader or chief.	21	["infoTrigger","infoTrigger","infoTrigger","infoTrigger","infoTrigger","infoTrigger","infoTrigger"]
ANZH301	3.0	unclassified	10x2	0	0	[Interactive] Please create a drag and drop activi		HOPES | REALITIES	Better job opportunities | Unskilled manual work	3	[]
ANZH302	3.0	unclassified	10x2	0	0	[Interactive] Please create a drag and drop activi		HOPES | REALITIES	Better job opportunities | Unskilled manual work	3	[]
ANZH303	3.0	unclassified	4x2	0	0	[Interactive] Drag and drop activity- correct answ		Mana Atua | Sacred power of the Gods given to those 	Mana Tupuna | Inherited and unseen power from the mana	2	[]
ANZH303	3.0	unclassified	5x3	0	0	[Interactive] Create a true/false activity for the		Statement | True | False	Mana in Te ao Māori is interconnected to | ✓ | 	2	[]
ANZH304	3.0	unclassified	2x4	0	5			William Hobson https://timelessmoon.geta | **Text:** January 1840, Hobson arrived i | William Williams / https://teara.govt.nz | **Text:** The Treaty was quickly written	**Text:** The Treaty had to be translate | Henry Williams / https://www.karuwha.org | James Busby https://en.wikipedia.org/wik | Queen Victoria / https://en.wikipedia.or	1	[]
ANZH304	3.0	unclassified	2x3	0	0	[Interactive] Please create a drag and drop Venn d		English version of the Treaty | Possible reasons for confusion | Māori version of te Tiriti	The Crown was going to take complete con | An honest mistake. / Non-expert translat | The Crown and Māori were going to have s	5	[]
ANZH304	4.0	unclassified	6x2	0	0	[Interactive] Please create a drag and drop task h		Who? | The New Zealand Company employees (surve	Where? | Wairau Valley, South Island.	2	[]
ANZH404	3.0	unclassified	4x3	0	4	[Interactive] Please create a drag and drop. The t		The 1860 Kohimarama conference | Image: https://teara.govt.nz/en/photogra | Text: A national conference of chiefs th	The 1889/90 Kauhanganui parliament | Image: https://teara.govt.nz/en/document | Text: The Kīngitanga created their own p	3	[]
ANZHFUN05	0.0	unclassified	1x2	0	0	[Activity: independent]	Read the source:	*This part of the sentence states* / *so | *This part of the sentence uses informat		8	[]
ANZHFUN05	0.0	unclassified	3x3	3	3	[Activity]	Read and consider these three modern perspectives	[ Image Link] https://www.stuff.co.nz/na | [ Image Link] / https://www.rnz.co.nz/ne | [ Image Link] / https://www.stuff.co.nz/	**Keep the Statue** | **Remove the Statue** | **Add to the Statue**	2	[]
ANZHFUN05	0.0	unclassified	2x2	0	0	[Activity]	History arithmetic – this is a way to think critic	• Why was the monument erected? / • What | ÷ What were the original perspectives? /	• Is it appropriate to remove - why? / • | x Are there any new perspectives to add?	3	[]
ARFUN02	0.0	unclassified	3x3	6	0			**Fast Tempo:** | **Medium Tempo:** | **Slow Tempo:**	**Comparison** [Item 35] / It’s like run | **Comparison:** [Item 36] / It’s like wa | **Comparison:** [Item 37] / It’s like a 	1	[]
ARFUN04	0.0	unclassified	8x2	0	0	[create mix and match activity]		**Terms** | **Terms**	1. Pattern | A decorative effect achieved by repeatin	3	[]
ARFUN04	0.0	unclassified	4x3	0	0			**Types of balance** | **Descriptions** | **Examples**	1. Symmetrical balance | Both sides appear identical, resembling  | A butterfly’s wings.	1	[]
BLL110	0.0	unclassified	3x3	0	9			https://www.istockphoto.com/vector/carto | https://www.istockphoto.com/vector/cute- | https://www.istockphoto.com/vector/retro	https://www.istockphoto.com/vector/illus | https://www.istockphoto.com/vector/chris | https://www.istockphoto.com/vector/apple	1	[]
BLL110	0.0	unclassified	4x2	0	4			 | 	https://www.istockphoto.com/vector/smili | https://www.istockphoto.com/vector/axe-i	1	[]
BLL110	0.0	unclassified	3x3	0	9			https://www.istockphoto.com/vector/denta | https://www.istockphoto.com/vector/carto | https://www.istockphoto.com/photo/brown-	https://www.istockphoto.com/vector/illus | https://www.istockphoto.com/photo/tiger- | https://www.istockphoto.com/vector/apple	1	[]
BLL110	0.0	unclassified	3x3	0	9			https://www.istockphoto.com/photo/slice- | https://www.istockphoto.com/photo/high-a | https://www.istockphoto.com/vector/denta	https://www.istockphoto.com/photo/a-pain | https://www.istockphoto.com/photo/tiger- | https://www.istockphoto.com/vector/carto	1	[]
BLL110	0.0	unclassified	4x2	0	4			 | 	https://www.istockphoto.com/vector/happy | https://www.istockphoto.com/photo/drip-g	1	[]
BLL110	0.0	unclassified	3x3	2	9			https://www.istockphoto.com/photo/empty- | https://www.istockphoto.com/photo/flat-h | https://www.istockphoto.com/vector/carto	https://www.istockphoto.com/vector/blue- | https://www.istockphoto.com/photo/slice- | https://www.istockphoto.com/vector/map-o	1	[]
BLL111	1.0	unclassified	1x6	0	0			at | an | is | in | as | it		1	[]
BLL111	2.0	unclassified	2x3	0	0			in | it | at	an | is | as	1	[]
BLL111	2.0	unclassified	1x6	0	0			sat | pip | tin | pin | ant | pan		1	[]
BLL112	1.0	unclassified	1x6	0	0			sit | sap | tip | pat | pin | pan		1	[]
BLL112	2.0	unclassified	4x3	0	0			sat | tap | in	an | pan | at	1	[]
BLL112	2.0	unclassified	3x3	0	0			sat | tap | tin	pan | spin | pip	1	[]
BLL113	1.0	unclassified	3x5	0	0			in | at | sat | pin | ant	 | pan | sit |  | spin	1	[]
BLL114	1.0	unclassified	1x6	2	0			P | S | I | A | T | N		2	[]
BLL114	2.0	unclassified	3x5	0	0			spin |  | pants | tin | ant	tap | pan | snap |  | sits	1	[]
BLL114	2.0	unclassified	4x4	0	0			spin | Audio of spin s/p/i/n | tap | Audio of tap t/a/p	ants | Audio of a/n/t/s | snap | Audio of snap s/n/a/p	3	[]
BLL115	1.0	unclassified	3x5	1	0			ant | pins | spin | nap | pips	spat | pats | snaps | tip | at	2	[]
BLL116	1.0	unclassified	3x5	0	0			spins |  | Nat | tins | sip	Pat | pant | snaps |  | ants	1	[]
BLL117	1.0	unclassified	3x5	0	0			it | spins | Nat | tins | 	Pat | pants | snaps |  | ants	1	[]
BLL117	2.0	unclassified	4x4	0	8			sit | https://www.istockphoto.com/photo/africa | taps | https://www.istockphoto.com/photo/check-	ants | https://www.istockphoto.com/photo/marchi | tins | https://www.istockphoto.com/vector/vecto	1	[]
BLL120	0.0	unclassified	2x3	0	6	[Activity]	Where is the /k/ Sound?	https://www.istockphoto.com/vector/red-c | https://www.istockphoto.com/vector/sciss | https://www.istockphoto.com/vector/retro	https://www.istockphoto.com/vector/baby- | https://www.istockphoto.com/vector/set-o | https://www.istockphoto.com/photo/cute-g	13	[]
BLL120	0.0	unclassified	5x3	0	0			 |  | 	e | p | t	2	[]
BLL120	0.0	unclassified	3x3	0	9			https://www.istockphoto.com/vector/fedor | https://www.istockphoto.com/photo/young- | https://www.istockphoto.com/photo/hen-gm	https://www.istockphoto.com/photo/modern | https://www.istockphoto.com/photo/rainbo | https://www.istockphoto.com/vector/carto	7	["flipCard"]
BLL120	0.0	unclassified	2x3	6	6			https://www.istockphoto.com/vector/walki | https://www.istockphoto.com/vector/4-num | https://www.istockphoto.com/photo/cut-or	https://www.istockphoto.com/photo/marath | https://www.istockphoto.com/photo/home-c | https://www.istockphoto.com/photo/summer	11	["flipCard"]
BLL120	0.0	unclassified	5x3	0	0			 |  | 	t | p | t	2	[]
BLL120	0.0	unclassified	3x3	0	9			https://www.istockphoto.com/vector/fedor | https://www.istockphoto.com/vector/moon- | https://www.istockphoto.com/vector/cheer	https://www.istockphoto.com/photo/cleani | https://www.istockphoto.com/photo/rainbo | https://www.istockphoto.com/vector/carto	7	["flipCard"]
BLL120	0.0	unclassified	3x3	9	9			https://www.istockphoto.com/vector/fathe | https://www.istockphoto.com/vector/angry | https://www.istockphoto.com/vector/rubbe	https://www.istockphoto.com/photo/happy- | https://www.istockphoto.com/vector/4-num | https://www.istockphoto.com/photo/wooden	1	[]
BLL121	2.0	unclassified	2x4	0	0			hat | in | sand | Rick	cap | kicks | mat | track	1	[]
BLL122	1.0	unclassified	1x5	0	0			the | on | a | is | he		1	[]
BLL125	1.0	unclassified	4x5	0	0			s | P | T | S | n	p | a | i | c | A	1	[]
BLL125	2.0	unclassified	3x5	0	0			mad | not | kick | sack | ant	end | dad | hiss | ant | sits	1	[]
BLL126	1.0	unclassified	3x3	0	0			red | sick | not	has | dent | stand	1	[]
BLL126	2.0	unclassified	2x4	0	0			was | the | his | of	he | not | on | has	1	[]
BLL126	2.0	unclassified	7x9	0	0			1 d | r | i | 2 p |  |  |  |  | 	 |  |  | e |  | 3 c | a | 4 t | s	16	[]
BLL127	1.0	unclassified	4x4	0	0			did | tack | was | stamp	track | stamp | did | track	1	[]
BLL127	2.0	unclassified	3x5	0	0			out | says | did | sack | stamp	spin | kick | rest | stand | sits	1	[]
BLL127	2.0	unclassified	6x3	7	1			Simon sat and had a rest. | https://www.istockphoto.com/photo/3d-ill | Correct answer: Thumbs down	The kids did a tap. |  | Correct answer: Thumbs up	1	[]
BLL130	0.0	unclassified	3x3	4	9			https://www.istockphoto.com/vector/chris | https://www.istockphoto.com/vector/cute- | https://www.istockphoto.com/vector/apple	https://www.istockphoto.com/photo/ripe-r | https://www.istockphoto.com/photo/whole- | https://www.istockphoto.com/photo/close-	1	[]
BLL130	0.0	unclassified	5x4	0	10			Hats | https://www.istockphoto.com/vector/hat-s | Neck | https://www.istockphoto.com/photo/ive-ne	Pack | https://www.istockphoto.com/photo/croppe | Sack | https://www.istockphoto.com/photo/burlap	1	[]
BLL131	1.0	unclassified	2x4	0	0			and | on | I | he	is | to | the | a	1	[]
BLL131	2.0	unclassified	1x6	0	0			the | sick | nap | lot | Dad | Mum		1	[]
BLL132	1.0	unclassified	3x4	0	0			and | on | I | he	is | to | the | a	1	[]
BLL133	1.0	unclassified	3x5	0	0			spins | was | Dad | plum | laptop	sick | pants | snack | his | desk	1	[]
BLL133	1.0	unclassified	2x4	0	0			frog | man | snap | and	plum | was | drip | snack	5	[]
BLL133	2.0	unclassified	6x3	5	6			https://www.istockphoto.com/photo/sacred | Is it a cup, a cat, a cot? | It is a	https://www.istockphoto.com/photo/safety | Is it a pin, a pen, a pan? | It is a / pin / pen / pan	1	[]
BLL134	1.0	unclassified	6x6	1	1			https://www.istockphoto.com/vector/game-	list | nut | silk | mug | sip | luck	1	[]
BLL135	1.0	unclassified	2x4	0	0			grub | miss | snap | and	runs | was | legs | stack	6	[]
BLL135	1.1	unclassified	1x2	2	1			A b u g w a s i n th e r u g. / Th e b u | [image] Please place next to the text. /		2	[]
